,big_age,high_educ,has_job,default,housing,loan,cell_cont,before_con,influence_ccon,long_dur,poutcome,y
702,True,False,True,False,True,True,True,False,True,False,False,False
703,True,False,True,False,False,True,False,False,False,True,False,False
704,True,False,False,False,False,True,True,False,False,True,False,False
705,True,False,True,False,False,True,False,False,False,True,False,False
706,False,True,True,False,True,True,False,False,False,False,False,False
707,False,False,True,False,True,True,True,False,False,False,False,False
708,False,True,True,False,False,True,True,False,True,False,False,False
709,True,False,True,False,True,True,False,False,True,True,False,False
710,False,False,True,False,True,True,True,False,True,False,False,False
711,True,False,True,False,False,True,True,False,False,False,False,False
712,False,True,True,False,False,True,False,False,True,True,False,True
713,False,False,True,False,True,False,True,False,True,True,False,False
714,False,False,True,False,False,True,True,False,False,False,False,False
715,True,True,True,False,False,True,False,True,True,True,False,True
716,False,True,True,False,True,False,False,False,False,True,False,False
717,True,False,True,False,True,True,True,False,False,True,False,False
718,True,True,True,False,True,True,True,False,True,False,False,False
719,True,False,True,False,True,True,False,False,False,True,False,False
720,False,True,True,False,True,True,False,False,False,False,False,False
721,True,False,True,False,False,True,False,False,False,False,False,False
722,True,False,True,False,True,True,False,False,False,False,False,False
723,True,False,False,False,False,True,True,False,True,True,False,False
724,False,True,True,False,False,True,False,True,True,False,False,False
725,False,True,True,False,False,False,True,False,False,True,False,False
726,True,False,True,False,False,True,False,False,False,False,False,False
727,True,True,True,False,True,True,False,False,False,True,False,False
728,True,True,True,False,False,True,False,False,True,False,False,False
729,False,True,True,False,True,True,False,False,False,False,False,False
730,False,False,True,False,False,True,True,False,False,False,False,False
731,True,False,True,False,False,True,False,False,True,False,False,False
732,False,False,True,False,True,False,True,False,True,False,False,False
733,False,False,True,False,False,True,False,False,False,False,False,False
734,False,True,True,False,False,True,True,False,False,False,False,True
735,True,False,True,False,True,True,True,False,True,False,False,False
736,False,False,True,False,True,False,True,False,False,False,False,False
737,True,True,True,False,False,True,False,False,True,False,False,False
738,False,True,True,False,True,True,False,False,True,True,False,False
739,False,True,True,False,True,True,False,False,False,False,False,False
740,True,False,True,False,True,False,False,False,False,True,False,False
741,False,False,True,False,True,True,False,False,True,False,False,False
742,True,False,True,False,False,True,False,False,False,False,False,False
743,False,True,True,False,False,True,False,False,False,True,False,False
744,False,True,True,False,True,True,False,True,True,False,False,False
745,True,False,True,False,False,True,True,False,True,False,False,False
746,True,False,True,False,True,True,False,False,True,True,False,False
747,False,True,True,False,True,True,False,True,True,True,True,False
748,False,True,True,False,False,True,False,True,True,False,False,False
749,True,True,True,False,True,False,True,False,True,False,False,False
750,True,True,True,False,True,True,False,False,True,True,False,False
751,False,False,True,False,False,True,False,False,True,False,False,False
752,True,True,True,False,False,False,False,False,True,False,False,False
753,False,True,True,False,False,True,False,False,False,True,False,False
754,True,True,True,False,True,True,True,False,True,False,False,False
755,True,True,True,False,True,True,False,False,False,True,False,False
756,False,True,True,False,True,True,False,False,True,True,False,False
757,True,False,True,False,False,True,True,False,True,True,False,False
758,False,False,True,False,True,True,False,False,True,False,False,False
759,True,False,True,False,False,True,False,False,True,True,False,False
760,False,True,True,False,False,True,False,True,False,True,True,True
761,True,True,True,False,True,True,False,False,False,True,False,False
762,True,False,True,False,False,True,False,False,True,True,False,False
763,True,True,True,False,False,True,False,False,True,False,False,False
764,False,True,False,False,True,True,True,False,True,True,False,False
765,True,True,True,False,False,True,False,False,True,False,False,False
766,False,False,True,False,False,True,False,True,True,True,False,False
767,True,False,True,False,False,True,False,False,True,False,False,False
768,True,True,True,False,False,True,False,False,False,True,False,True
769,False,False,True,False,False,True,False,False,True,False,False,False
770,True,True,True,False,False,True,False,False,True,False,False,False
771,True,False,True,False,True,True,False,False,False,True,False,False
772,False,False,True,False,True,True,False,False,False,True,False,True
773,False,True,True,False,True,True,True,False,True,True,False,False
774,False,False,True,False,False,True,True,False,False,False,False,False
775,False,True,True,False,False,False,False,False,True,True,False,False
776,False,False,True,False,True,True,False,False,True,True,False,True
777,True,False,True,False,True,True,False,False,False,True,False,False
778,False,False,True,False,False,True,False,False,False,False,False,False
779,False,True,True,False,False,True,False,False,True,False,False,False
780,False,False,True,False,False,True,False,False,False,False,False,False
781,True,True,True,False,True,True,False,False,False,True,False,False
782,True,False,False,False,False,True,False,False,False,False,False,False
783,False,False,True,False,False,False,True,False,True,False,False,False
784,False,True,True,False,True,True,True,False,False,False,False,False
785,False,True,True,False,False,True,False,False,True,False,False,False
786,True,False,True,False,True,True,True,False,True,True,False,False
787,False,True,True,False,False,True,True,False,False,True,False,False
788,True,True,True,False,True,True,False,True,False,True,True,True
789,True,True,True,False,False,True,False,False,True,True,False,False
790,False,True,True,False,True,True,False,True,False,True,False,False
791,False,True,True,False,False,True,True,False,True,True,False,False
792,False,True,True,False,True,True,False,False,True,False,False,False
793,False,True,True,False,True,True,False,True,False,False,False,False
794,True,False,True,False,False,True,True,False,True,True,False,False
795,False,True,True,False,True,True,False,False,True,False,False,False
796,False,False,True,False,False,True,False,False,False,False,False,False
797,False,True,True,False,False,True,False,False,False,False,False,False
798,False,False,True,False,True,True,False,False,False,False,False,False
799,False,False,True,False,True,True,False,False,False,True,False,False
800,False,False,True,False,False,True,True,False,False,True,False,False
801,True,False,True,False,False,True,False,False,True,True,False,False
802,False,True,True,False,True,True,True,False,False,True,False,True
803,False,True,True,False,True,True,False,False,False,False,False,False
804,False,False,True,False,False,False,True,False,True,False,False,False
805,True,True,True,False,True,True,False,False,False,True,False,False
806,True,True,True,False,True,True,False,False,True,True,False,False
807,False,True,True,False,False,True,False,False,True,True,False,False
808,False,False,True,False,False,False,False,True,False,False,False,False
809,True,True,True,False,True,True,False,False,False,False,False,False
810,False,True,True,False,False,True,True,False,False,False,False,False
811,False,True,True,False,True,True,True,False,True,False,False,False
812,False,False,True,False,True,True,True,False,True,True,False,False
813,True,False,True,False,True,True,False,True,True,True,False,False
814,True,False,False,False,False,True,False,True,False,False,True,False
815,True,False,True,False,True,True,False,False,True,True,False,False
816,False,True,True,False,True,True,False,False,True,False,False,False
817,True,False,True,False,False,False,True,False,False,False,False,False
818,True,True,True,False,True,True,True,False,True,True,False,False
819,False,True,True,False,False,False,False,False,True,True,False,False
820,True,False,True,False,False,True,False,False,True,False,False,False
821,False,False,True,False,False,True,False,False,False,False,False,False
822,False,False,True,False,True,True,False,False,True,True,False,False
823,False,False,True,False,True,True,True,False,True,True,False,False
824,True,False,True,False,False,True,False,False,True,True,False,False
825,True,False,True,False,False,True,True,False,False,True,False,False
826,False,False,True,False,True,True,True,False,False,False,False,False
827,True,False,True,False,False,True,True,False,False,True,False,False
828,False,True,True,False,True,True,False,False,True,False,False,False
829,False,True,True,False,False,True,False,False,True,False,False,False
830,True,True,True,False,False,True,True,False,True,True,False,False
831,False,True,True,False,False,True,False,False,True,False,False,False
832,False,True,True,False,False,True,False,False,False,False,False,False
833,False,False,True,False,False,True,False,False,True,True,False,False
834,False,False,True,False,False,True,True,False,True,True,False,False
835,False,True,True,False,True,True,False,True,False,True,False,True
836,False,False,False,False,False,False,False,False,False,True,False,False
837,True,True,True,False,False,True,False,False,False,False,False,False
838,False,True,True,False,True,True,False,False,True,False,False,False
839,False,True,True,False,False,True,False,True,True,True,False,False
840,True,True,True,False,True,True,False,False,True,False,False,False
841,False,False,True,False,False,True,False,False,True,False,False,False
842,True,False,True,False,True,True,True,False,True,False,False,False
843,False,False,True,False,False,True,False,False,True,False,False,False
844,True,False,True,False,False,True,False,False,True,False,False,False
845,False,False,True,False,False,True,False,False,True,True,False,False
846,False,True,True,False,False,True,False,False,True,True,False,False
847,False,True,True,False,True,True,False,False,False,True,False,False
848,True,True,True,False,False,True,True,False,True,True,False,True
849,True,True,True,False,False,True,False,False,False,False,False,False
850,False,False,True,False,True,True,True,False,False,True,False,False
851,False,True,True,False,True,True,False,False,True,True,False,False
852,False,True,True,False,False,True,True,False,True,True,False,False
853,False,False,True,False,False,True,True,False,True,False,False,False
854,False,False,True,False,False,True,False,False,False,True,False,False
855,True,False,True,False,False,True,False,False,True,False,False,False
856,False,True,True,False,False,True,False,False,True,False,False,False
857,True,True,True,False,True,False,False,False,True,False,False,False
858,False,True,True,False,False,True,True,False,False,False,False,False
859,False,False,True,False,True,True,True,False,False,True,False,False
860,False,True,True,False,True,False,False,False,False,False,False,True
861,False,False,True,False,True,True,False,False,True,True,False,False
862,False,True,True,False,False,False,False,False,False,False,False,False
863,False,True,True,False,False,True,False,False,True,False,False,False
864,True,False,True,False,False,True,False,True,False,True,True,True
865,True,True,True,False,False,True,False,False,True,True,False,False
866,False,False,True,False,False,True,False,False,True,True,False,False
867,False,False,True,False,False,True,False,False,True,False,False,False
868,False,False,True,False,False,False,False,False,True,False,False,False
869,False,False,True,False,True,True,False,False,False,True,False,False
870,True,False,True,False,True,True,True,False,True,False,False,False
871,True,False,True,False,False,True,False,False,True,True,False,False
872,True,False,True,False,False,True,False,True,False,True,False,False
873,True,True,True,False,False,True,False,False,True,True,False,False
874,True,True,True,False,True,True,False,True,False,True,False,True
875,True,False,True,False,False,True,True,False,False,False,False,True
876,False,True,True,False,False,True,False,False,True,True,False,False
877,False,True,True,False,True,True,True,False,False,False,False,False
878,False,False,True,False,True,False,False,False,True,False,False,False
879,True,False,True,False,False,True,False,False,True,False,False,False
880,False,True,True,False,False,True,False,False,True,True,False,False
881,False,False,True,False,True,True,False,False,False,True,False,False
882,False,False,True,False,False,True,False,False,False,True,False,False
883,False,True,True,False,True,True,False,False,True,False,False,False
884,False,True,True,False,False,True,False,False,False,True,False,False
885,True,True,True,False,False,True,False,True,False,False,False,False
886,False,True,True,False,False,True,False,True,True,False,True,True
887,True,True,True,False,False,True,True,False,False,True,False,False
888,True,True,False,False,False,True,False,False,True,False,False,False
889,True,False,True,False,True,True,True,False,True,False,False,False
890,False,True,True,False,True,True,False,False,True,True,False,False
891,True,True,True,False,True,False,False,False,False,True,False,False
892,True,False,True,False,False,True,False,False,True,False,False,False
893,True,True,True,False,True,True,True,False,False,True,False,False
894,False,True,True,False,False,True,False,False,False,False,False,False
895,False,False,True,False,True,True,False,False,True,False,False,False
896,False,False,True,False,False,True,False,False,True,False,False,False
897,True,False,False,False,True,True,False,False,True,True,False,True
898,True,False,True,False,True,True,True,True,True,True,True,True
899,False,True,True,False,True,True,True,False,False,True,False,False
900,True,True,True,False,False,True,False,True,False,False,False,False
901,False,True,True,False,False,True,True,False,True,False,False,False
902,False,True,True,False,False,True,False,True,True,False,True,False
903,True,True,True,False,True,True,True,False,True,False,False,False
904,False,False,True,False,True,True,True,False,False,True,False,False
905,False,False,True,False,True,True,False,False,True,False,False,False
906,False,False,True,False,True,True,False,True,False,True,True,True
907,True,True,True,False,True,True,True,False,True,True,False,False
908,False,False,True,False,False,False,True,False,False,False,False,False
909,True,False,True,False,True,False,False,False,True,True,False,False
910,False,False,True,False,False,True,True,False,True,False,False,False
911,False,False,True,False,True,True,False,True,False,False,False,False
912,False,True,True,False,False,True,False,False,True,False,False,False
913,True,False,True,False,True,True,False,False,True,True,False,True
914,True,True,True,False,False,True,True,False,True,False,False,False
915,True,True,True,False,True,True,False,False,False,False,False,False
916,False,False,True,False,False,True,False,False,False,True,False,True
917,False,True,True,False,True,True,True,False,False,True,False,False
918,True,True,True,False,False,True,False,False,True,True,False,False
919,True,False,True,False,True,True,False,False,True,True,False,False
920,False,True,True,False,False,True,False,False,True,False,False,False
921,False,False,True,False,True,True,False,False,True,True,False,False
922,False,False,True,False,False,True,True,False,False,True,False,True
923,True,True,True,False,False,True,False,False,True,False,False,False
924,True,False,False,False,False,True,False,False,False,False,False,False
925,False,True,True,False,False,True,False,True,False,True,True,True
926,True,True,True,False,True,True,False,False,False,True,False,True
927,False,False,True,False,True,True,False,False,True,False,False,False
928,False,False,False,False,False,True,False,False,False,False,False,True
929,False,False,True,False,True,True,False,False,True,False,False,False
930,True,True,True,False,True,True,False,True,False,False,False,False
931,False,False,True,False,False,False,True,False,True,False,False,False
932,True,True,True,False,True,True,False,False,True,False,False,False
933,False,False,True,False,True,True,True,False,True,False,False,False
934,False,True,True,False,True,True,True,False,False,True,False,False
935,True,True,True,False,False,False,False,True,False,True,False,False
936,True,False,True,False,True,True,True,False,False,True,False,False
937,False,True,True,False,True,True,False,False,True,True,False,False
938,False,False,True,False,True,False,True,False,False,False,False,False
939,True,False,True,False,False,True,False,True,False,False,False,False
940,True,False,True,False,True,True,False,False,True,True,False,True
941,True,True,True,False,False,True,True,False,True,False,False,False
942,True,False,True,False,False,True,False,False,True,True,False,False
943,True,True,True,False,True,True,False,True,True,False,False,False
944,True,False,True,False,False,False,True,False,False,False,False,False
945,True,False,True,False,True,True,False,False,False,False,False,False
946,True,False,False,False,True,True,False,False,True,False,False,False
947,True,False,True,False,False,True,True,False,True,True,False,False
948,False,False,True,False,False,True,False,False,False,True,False,False
949,True,True,False,False,False,True,False,False,True,False,False,False
950,False,True,True,False,False,True,False,False,True,True,False,False
951,True,False,False,False,True,True,True,False,True,False,False,False
952,False,False,True,False,True,True,True,False,False,True,False,False
953,False,True,True,False,False,True,False,False,False,False,False,False
954,False,True,True,False,True,False,False,False,True,True,False,False
955,True,True,True,False,False,True,False,False,True,False,False,False
956,False,True,True,False,False,True,False,True,True,True,True,False
957,False,True,True,False,False,True,False,True,True,True,True,False
958,False,True,True,False,True,True,False,False,True,True,False,False
959,True,False,True,False,True,True,False,False,True,True,False,True
960,False,True,True,False,True,True,False,False,False,False,False,False
961,False,False,True,False,False,True,True,False,False,True,False,True
962,False,True,True,False,False,True,False,False,False,False,False,False
963,False,True,True,False,False,True,False,False,True,False,False,False
964,True,True,True,False,True,True,False,False,True,True,False,True
965,False,True,True,False,False,True,True,False,False,True,False,False
966,True,False,False,False,False,True,False,True,False,True,False,True
967,True,False,True,False,False,True,False,False,True,True,False,False
968,False,True,True,False,True,True,False,True,True,False,False,False
969,True,True,True,False,True,True,True,True,False,False,True,True
970,True,False,True,False,False,False,False,False,True,True,False,False
971,True,True,True,False,True,True,False,False,False,False,False,False
972,False,False,False,False,True,True,True,False,False,False,False,True
973,True,False,True,False,True,True,True,False,True,False,False,False
974,True,False,True,False,True,True,True,False,True,True,False,False
975,False,True,True,False,False,False,False,False,True,True,False,False
976,False,True,True,False,False,True,False,True,True,False,False,False
977,True,False,True,False,True,True,True,False,True,False,False,False
978,False,False,True,False,True,True,False,False,False,False,False,False
979,False,False,True,False,False,True,True,False,True,True,False,False
980,False,False,True,False,False,False,False,False,True,False,False,False
981,True,False,True,False,True,True,False,False,False,True,False,False
982,True,True,True,False,True,True,False,False,True,False,False,False
983,False,False,True,False,True,False,False,False,False,False,False,False
984,True,False,True,False,True,True,True,False,False,True,False,False
985,False,True,True,False,True,True,False,False,True,True,False,False
986,False,True,True,False,False,True,False,False,False,True,False,False
987,False,True,True,False,True,True,False,True,False,False,False,False
988,True,False,True,False,True,True,True,False,True,True,False,False
989,True,True,True,False,False,True,False,False,False,True,False,False
990,False,False,True,False,False,False,False,False,False,False,False,False
991,True,True,True,False,True,True,False,True,True,False,True,True
992,False,True,True,False,True,True,True,False,False,False,False,False
993,True,True,True,False,False,False,False,False,True,True,False,True
994,True,False,False,False,False,True,False,True,False,False,False,False
995,False,True,True,False,False,True,False,False,False,True,False,False
996,False,True,True,False,True,False,False,False,False,False,False,False
997,True,False,True,False,True,False,False,False,True,False,False,False
998,False,True,True,False,True,True,False,True,False,True,False,True
999,False,False,True,False,True,True,True,False,True,False,False,False
1000,False,True,True,False,False,True,False,False,True,False,False,False
1001,True,False,True,False,False,True,True,False,True,True,False,False
1002,False,False,True,False,True,True,False,False,True,True,False,False
1003,True,True,True,False,False,True,True,False,False,False,False,False
1004,True,False,True,False,False,True,False,True,False,True,False,False
1005,True,True,False,False,False,True,False,False,True,True,False,True
1006,False,False,True,False,False,True,False,True,False,False,False,False
1007,False,False,False,False,False,True,False,False,True,True,False,True
1008,True,False,True,False,False,False,False,False,False,True,False,False
1009,False,False,True,False,True,True,False,False,True,True,False,False
1010,False,False,True,False,False,True,True,True,False,False,False,True
1011,True,True,False,False,False,True,False,False,False,False,False,False
1012,True,True,True,False,False,True,True,False,False,True,False,False
1013,True,False,True,False,False,True,False,False,True,False,False,False
1014,True,False,True,False,True,True,False,False,True,False,False,False
1015,False,True,True,False,False,True,False,True,False,True,False,False
1016,False,False,True,False,False,False,False,False,False,True,False,False
1017,True,False,True,False,True,True,True,False,True,True,False,False
1018,True,False,True,False,True,False,True,False,False,True,False,False
1019,True,False,True,False,True,True,False,False,False,True,False,False
1020,False,True,True,False,False,True,False,False,False,True,False,False
1021,False,False,True,False,False,True,True,False,True,True,False,False
1022,True,False,True,False,True,True,False,False,True,False,False,False
1023,False,False,True,False,True,True,False,False,True,False,False,False
1024,False,False,True,False,True,True,True,False,False,False,False,False
1025,True,True,True,False,True,True,False,False,False,True,False,False
1026,False,False,True,False,True,True,False,False,False,True,False,False
1027,True,True,True,False,True,True,False,True,True,True,False,True
1028,False,True,True,False,False,True,False,False,True,False,False,False
1029,True,True,True,False,False,True,False,False,True,False,False,False
1030,False,False,True,False,False,False,False,False,True,True,False,False
1031,False,False,True,False,False,True,True,False,False,False,False,False
1032,False,True,True,False,True,True,False,True,True,True,False,True
1033,True,False,True,False,True,True,False,False,True,False,False,False
1034,True,True,True,False,True,True,False,False,True,False,False,False
1035,True,False,True,False,False,False,False,False,False,True,False,False
1036,True,True,True,False,False,True,False,True,False,False,False,False
1037,True,True,False,False,False,False,False,False,True,False,False,False
1038,False,True,True,False,True,True,True,False,False,True,False,False
1039,True,False,True,False,True,True,False,False,False,False,False,False
1040,False,True,True,False,False,True,False,False,False,True,False,False
1041,False,False,True,False,False,True,False,False,False,False,False,False
1042,False,False,True,False,False,False,True,False,False,True,False,False
1043,False,True,True,False,True,True,True,False,True,True,False,False
1044,True,False,True,False,True,True,False,False,True,False,False,False
1045,True,False,True,False,True,True,False,False,True,False,False,False
1046,False,True,True,False,True,True,False,False,True,True,False,False
1047,False,False,True,False,False,True,False,False,True,False,False,True
1048,False,False,True,False,False,True,True,False,True,False,False,False
1049,False,False,True,False,True,True,True,False,False,True,False,False
1050,False,False,True,False,True,False,False,False,False,False,False,False
1051,True,False,True,False,True,True,True,False,True,False,False,False
1052,True,False,True,False,False,True,False,False,True,False,False,False
1053,False,False,True,False,False,True,False,False,False,True,False,True
1054,False,True,True,False,True,False,False,True,True,True,False,False
1055,True,False,True,False,True,True,False,False,False,False,False,False
1056,False,False,True,False,True,True,False,False,True,True,False,False
1057,False,False,True,False,True,True,False,False,True,True,False,False
1058,False,True,True,False,False,False,False,False,False,True,False,False
1059,False,False,True,False,True,True,False,False,True,True,False,False
1060,True,True,False,False,False,False,True,False,True,True,False,False
1061,True,True,True,False,True,True,False,False,True,True,False,False
1062,True,False,True,False,False,True,False,False,True,False,False,False
1063,False,False,True,False,True,True,False,False,True,False,False,False
1064,False,False,True,False,False,True,False,False,True,False,False,False
1065,True,True,True,False,False,False,False,True,False,False,False,False
1066,True,False,True,False,True,False,True,False,False,False,False,False
1067,True,False,True,False,True,True,False,False,False,True,False,False
1068,True,True,False,False,False,False,False,False,True,True,False,False
1069,False,False,True,False,False,False,True,False,True,False,False,False
1070,False,True,True,False,True,True,False,True,False,False,False,True
1071,True,False,True,False,False,False,False,False,False,True,False,False
1072,True,False,True,False,True,True,False,True,True,True,False,False
1073,True,True,True,False,False,False,False,False,False,True,False,False
1074,False,False,True,False,False,True,False,True,True,False,False,False
1075,False,False,True,False,False,True,False,False,False,False,False,False
1076,True,False,True,False,False,True,False,False,True,False,False,False
1077,False,False,True,False,True,True,True,False,False,False,False,False
1078,True,False,True,False,False,True,False,False,True,True,False,False
1079,True,True,True,False,True,True,False,False,True,True,False,True
1080,True,False,True,False,True,True,False,True,True,False,False,False
1081,False,True,True,False,True,True,False,False,True,False,False,False
1082,True,False,True,False,False,True,False,True,False,False,False,False
1083,True,True,True,False,False,False,False,False,False,True,False,True
1084,True,True,True,False,False,True,False,False,False,False,False,False
1085,True,False,True,False,False,True,False,False,True,True,False,False
1086,False,True,True,False,True,True,False,False,True,False,False,False
1087,False,True,True,False,False,True,False,True,True,False,False,False
1088,True,False,True,False,True,True,False,True,True,False,False,True
1089,False,False,False,False,False,True,False,False,False,True,False,True
1090,True,True,True,False,False,True,False,False,False,False,False,False
1091,True,True,True,False,True,True,False,False,True,True,False,False
1092,True,False,True,False,False,False,False,False,False,False,False,False
1093,True,False,True,False,True,True,False,False,True,False,False,False
1094,False,False,True,False,False,True,False,True,False,True,False,False
1095,True,True,False,False,True,True,False,False,False,False,False,False
1096,True,False,True,False,False,True,False,False,True,False,False,False
1097,True,True,True,False,True,True,False,False,False,True,False,True
1098,False,False,True,False,True,True,False,True,False,True,False,False
1099,False,False,True,False,False,True,False,True,False,False,False,False
1100,True,True,False,False,False,True,True,False,False,True,False,False
1101,True,False,True,False,True,True,True,False,False,True,False,False
1102,True,False,True,False,False,True,True,False,False,True,False,False
1103,False,True,True,False,True,True,False,False,True,True,False,False
1104,True,True,True,False,False,True,False,True,True,True,False,False
1105,True,True,True,False,False,True,True,True,False,True,False,False
1106,False,False,True,False,True,True,True,False,False,True,False,False
1107,False,False,True,False,False,True,True,False,True,False,False,False
1108,True,False,True,False,True,True,False,False,True,True,False,False
1109,False,False,False,False,True,True,False,False,True,False,False,False
1110,True,False,True,False,True,False,False,False,True,False,False,False
1111,False,False,True,False,False,True,False,False,False,True,False,True
1112,True,False,False,False,False,True,False,False,False,True,False,True
1113,False,True,True,False,True,True,True,False,True,False,False,False
1114,True,False,True,False,True,False,False,True,False,False,False,False
1115,False,False,True,False,False,False,True,False,False,False,False,False
1116,True,True,True,False,True,True,False,False,True,False,False,False
1117,False,True,True,False,False,True,False,False,False,False,False,False
1118,True,True,True,False,False,True,False,False,True,True,False,True
1119,False,False,True,False,False,True,True,False,False,False,False,False
1120,True,True,True,False,False,False,True,False,False,False,False,False
1121,True,False,True,False,False,True,False,True,False,False,False,False
1122,False,True,True,False,False,True,False,False,True,False,False,False
1123,False,True,True,False,False,False,False,False,True,False,False,False
1124,True,True,True,False,True,True,True,False,True,False,False,False
1125,False,True,True,False,False,True,False,False,True,False,False,False
1126,True,False,True,False,False,True,True,False,True,True,False,False
1127,True,False,False,False,True,True,True,False,True,False,False,False
1128,False,True,True,False,False,True,False,True,False,False,True,False
1129,True,True,True,False,False,True,False,False,True,False,False,False
1130,False,True,True,False,False,True,False,False,True,False,False,False
1131,False,False,True,False,False,True,True,False,True,True,False,True
1132,False,False,True,False,False,True,False,False,False,True,False,False
1133,False,True,True,False,False,True,False,False,True,True,False,False
1134,True,True,True,False,False,True,False,False,True,True,False,False
1135,False,False,False,False,False,True,True,False,True,False,False,False
1136,False,True,True,False,True,True,False,False,True,False,False,False
1137,True,False,True,False,True,False,False,False,True,True,False,False
1138,True,True,False,False,False,True,False,False,False,True,False,False
1139,False,False,True,False,False,True,False,True,True,False,False,False
1140,False,False,True,False,False,True,True,False,True,False,False,False
1141,True,False,True,False,False,True,True,False,True,True,False,False
1142,False,False,True,False,False,True,False,False,False,False,False,False
1143,True,True,True,False,False,True,False,False,True,False,False,False
1144,True,True,True,False,True,True,False,False,False,False,False,False
1145,True,False,True,False,True,True,False,False,False,False,False,False
1146,True,True,True,False,True,False,False,False,True,True,False,False
1147,False,False,True,False,False,False,False,False,False,False,False,False
1148,True,True,True,False,True,True,False,False,True,False,False,False
1149,False,True,True,False,False,False,True,False,True,True,False,False
1150,False,False,False,False,True,True,True,False,True,False,False,False
1151,False,True,True,False,False,True,False,False,True,True,False,False
1152,False,False,True,False,True,True,False,False,False,True,False,True
1153,False,True,True,False,False,True,False,False,False,True,False,False
1154,True,False,True,False,True,True,False,False,True,True,False,False
1155,False,False,True,False,True,True,False,False,True,True,False,False
1156,False,True,True,False,False,True,False,False,False,True,False,False
1157,False,False,True,False,False,True,True,False,True,False,False,False
1158,False,True,True,False,False,True,False,False,False,True,False,True
1159,False,False,True,False,False,False,True,False,False,True,False,False
1160,True,True,True,False,True,True,False,True,False,True,True,True
1161,False,True,True,False,False,True,False,False,False,True,False,True
1162,False,False,True,False,False,False,False,False,True,False,False,False
1163,True,False,True,False,True,False,False,False,False,True,False,False
1164,True,False,True,False,False,True,True,False,True,False,False,False
1165,False,True,True,False,True,True,False,False,True,False,False,False
1166,False,False,True,False,True,False,False,False,True,True,False,False
1167,False,False,True,False,True,True,False,False,True,False,False,False
1168,False,True,True,False,True,False,False,True,True,False,False,False
1169,True,False,True,False,False,True,False,False,False,True,False,False
1170,True,False,True,False,False,True,False,False,True,False,False,False
1171,True,False,True,False,False,True,True,False,False,True,False,False
1172,False,False,True,False,True,False,False,False,False,False,False,False
1173,True,False,True,False,True,True,True,False,False,False,False,False
1174,True,False,True,False,True,True,True,False,True,False,False,False
1175,False,False,True,False,True,True,True,False,True,False,False,False
1176,False,False,True,False,False,True,True,False,False,True,False,False
1177,True,False,True,False,False,True,True,False,True,False,False,False
1178,True,True,True,False,True,False,True,False,True,False,False,False
1179,False,False,True,False,True,True,False,False,True,False,False,False
1180,True,False,True,False,True,True,False,False,False,True,False,False
1181,True,True,True,False,False,True,True,False,False,True,False,True
1182,False,False,True,False,False,False,False,True,False,True,False,False
1183,True,False,False,False,False,True,False,True,False,True,True,False
1184,False,False,True,False,True,True,False,True,False,True,False,False
1185,False,True,True,False,False,False,False,False,True,True,False,False
1186,True,True,True,False,True,True,False,False,False,True,False,False
1187,True,True,True,False,False,False,False,False,False,False,False,False
1188,False,True,True,False,False,True,False,True,True,False,False,False
1189,False,False,True,False,True,True,True,False,False,False,False,False
1190,False,False,True,False,False,True,False,True,False,False,False,False
1191,False,False,True,False,False,False,False,False,False,True,False,False
1192,False,True,True,False,False,True,True,False,True,False,False,False
1193,True,False,True,False,False,True,False,False,True,True,False,True
1194,False,False,True,False,False,True,True,False,False,True,False,False
1195,True,True,True,False,False,True,False,False,True,True,False,False
1196,True,False,True,False,True,True,True,False,True,True,False,False
1197,True,False,True,False,False,True,False,False,False,False,False,False
1198,True,True,True,False,True,True,False,False,True,True,False,False
1199,False,False,False,False,True,True,False,True,False,True,True,True
1200,True,True,True,False,True,True,False,False,True,True,False,False
1201,False,True,True,False,False,True,False,False,True,False,False,False
1202,False,False,True,False,False,True,False,False,True,True,False,False
1203,True,False,True,False,True,True,True,False,True,True,False,True
1204,False,False,True,False,False,True,True,False,True,True,False,False
1205,False,True,True,False,False,True,False,False,True,True,False,False
1206,True,True,True,False,True,True,True,False,False,False,False,False
1207,True,False,True,False,True,True,False,False,False,False,False,False
1208,True,False,True,False,True,False,True,False,True,False,False,False
1209,False,True,True,False,True,True,False,True,True,True,False,False
1210,False,False,True,False,False,True,False,False,False,True,False,False
1211,False,False,True,False,False,False,False,False,False,True,False,False
1212,False,False,True,False,True,True,True,False,True,False,False,False
1213,False,False,True,False,False,False,False,False,True,False,False,False
1214,True,True,True,False,False,True,False,False,True,True,False,False
1215,False,True,True,False,False,False,False,False,True,False,False,False
1216,False,False,True,False,False,True,False,False,False,False,False,False
1217,True,True,False,False,False,False,False,False,True,False,False,False
1218,True,True,True,False,True,True,True,False,False,True,False,False
1219,False,True,True,False,True,True,False,False,True,False,False,False
1220,False,False,True,False,True,False,False,False,True,False,False,False
1221,False,True,False,False,True,True,False,False,False,True,False,False
1222,True,False,True,False,False,True,False,False,True,True,False,False
1223,True,True,True,False,False,True,False,False,True,True,False,False
1224,True,False,False,False,True,False,False,False,True,False,False,False
1225,False,False,True,False,False,True,False,False,False,True,False,False
1226,False,False,True,False,False,True,True,False,True,False,False,False
1227,False,False,True,False,False,True,False,False,True,False,False,False
1228,False,True,True,False,False,True,False,False,False,True,False,False
